Letter,Gene_ID,Gene_Name,GO_ID,GO_Namespace,GO_Name,GOF,a,b,c,d,Pvalue,Adjusted_Pvalue,Enrichment_Score,GO_Level,GO_Children,GSEA_MSigDB,NCBI_Entrez
C,1026,CDKN1A,GO:0007049,biological_process,cell cycle,,21,7,252,7961,3.7602044191194543e-26,3.7602044191194543e-26,58.54273909513412,2,2,1,0
N,57447,NDRG2,GO:0051450,biological_process,myoblast proliferation,,12,24,5,8200,3.760500045645988e-26,3.760500045645988e-26,58.54266047842259,3,2,0,0
R,5970,RELA,GO:0016310,biological_process,phosphorylation,,40,22,762,7417,5.840624851778645e-26,5.840624851778645e-26,58.10237463156105,5,8,0,0
I,3552,IL1A,GO:0005488,molecular_function,binding,,40,30,648,7523,1.2597823364786597e-25,1.2597823364786597e-25,57.333688367637016,1,52,0,0
M,4292,MLH1,GO:0032259,biological_process,methylation,,19,8,180,8034,1.4846277330522564e-25,1.4846277330522561e-25,57.169463268836466,2,1,0,0
S,6521,SLC4A1,GO:0005819,cellular_component,spindle,,16,7,103,8115,2.8476871591066223e-25,2.8476871591066223e-25,56.51812018315421,5,2,0,0
P,5562,PRKAA1,GO:0006914,biological_process,autophagy,,27,27,274,7913,3.908065635211633e-25,3.908065635211633e-25,56.201584795721665,3,7,0,0
C,1019,CDK4,GO:0007049,biological_process,cell cycle,,20,8,253,7960,3.1122848173372065e-24,3.1122848173372065e-24,54.12668510744827,2,2,1,0
H,3308,HSPA4,GO:0006914,biological_process,autophagy,,22,12,279,7928,4.116674002020456e-24,4.116674002020456e-24,53.84699667558549,3,7,0,0
T,7040,TGFB1,GO:0040007,biological_process,growth,,67,57,1201,6916,1.0276434211794725e-23,1.0276434211794725e-23,52.93218889855913,1,10,1,0
P,5443,POMC,GO:0046903,biological_process,secretion,,18,12,158,8053,2.4555671619546478e-23,2.4555671619546475e-23,52.06109938109887,4,10,1,0
C,947,CD34,GO:0005819,cellular_component,spindle,,16,12,103,8110,3.330196442716524e-23,3.330196442716524e-23,51.756425844803886,5,2,0,0
E,2064,ERBB2,GO:0040007,biological_process,growth,,57,39,1211,6934,4.0749224141930964e-23,4.0749224141930964e-23,51.55460543181329,1,10,1,0
R,5897,RAG2,GO:0048468,biological_process,cell development,,11,2,49,8179,8.9234251118954e-23,8.9234251118954e-23,50.770777284818834,3,44,0,0
C,1029,CDKN2A,GO:0032259,biological_process,methylation,,22,31,177,8011,1.9799152472693412e-22,1.9799152472693412e-22,49.973818006488116,2,1,0,0
C,29126,CD274,GO:0012501,biological_process,programmed cell death,,17,89,24,8111,2.241729278007337e-22,2.241729278007337e-22,49.84962447872967,3,10,0,0
P,142,PARP1,GO:0006281,biological_process,DNA repair,,16,45,43,8137,8.355894542678931e-22,8.355894542678932e-22,48.533904822804956,5,15,1,1
C,1021,CDK6,GO:0007049,biological_process,cell cycle,,20,14,253,7954,1.165901812657197e-21,1.165901812657197e-21,48.20079207719121,2,2,1,0
R,6237,RRAS,GO:0043696,biological_process,dedifferentiation,,9,11,6,8215,1.7350626636857316e-21,1.7350626636857316e-21,47.80324342273024,2,1,0,0
M,4170,MCL1,GO:0006412,biological_process,translation,,14,20,62,8145,1.0987066291879821e-20,1.0987066291879821e-20,45.957568163509194,5,4,0,0
C,922,CD5L,GO:0046903,biological_process,secretion,,22,49,154,8016,2.3786549315356555e-20,2.548558855216774e-20,45.11617381528771,4,10,0,0
T,7124,TNF,GO:0046903,biological_process,secretion,,25,80,151,7985,6.979583655469414e-20,6.979583655469414e-20,44.108712593099206,4,10,1,0
M,5594,MAPK1,GO:0016310,biological_process,phosphorylation,,79,196,723,7243,9.475679008437847e-20,9.475679008437847e-20,43.80297344832044,5,8,0,0
G,9535,GMFG,GO:0006955,biological_process,immune response,,15,26,80,8120,1.330440638720207e-19,1.330440638720207e-19,43.46360657221493,2,9,0,0
V,7431,VIM,GO:0016020,cellular_component,membrane,,19,18,274,7930,1.6317530366878398e-18,1.9037118761358132e-18,40.80272607453344,2,16,0,0
I,3479,IGF1,GO:0040007,biological_process,growth,,43,28,1225,6945,3.3569839520570074e-18,3.3569839520570078e-18,40.23548873634811,1,10,1,0
U,8408,ULK1,GO:0006914,biological_process,autophagy,,16,10,285,7930,2.586822129160417e-17,2.586822129160417e-17,38.193516435698236,3,7,0,1
M,4593,MUSK,GO:0045211,cellular_component,postsynaptic membrane,,7,31,0,8203,2.4702805407002982e-17,2.600295306000314e-17,38.188321563090085,5,1,1,0
M,5595,MAPK3,GO:0016310,biological_process,phosphorylation,,40,54,762,7385,4.666836625048128e-17,4.666836625048128e-17,37.60346512096164,5,8,0,1
M,407041,MIR34B,GO:0007049,biological_process,cell cycle,,18,22,255,7946,7.800715139196972e-17,7.800715139196972e-17,37.089731166893564,2,2,0,0
S,6794,STK11,GO:0010467,biological_process,gene expression,,23,33,359,7826,8.456891785883342e-17,8.456891785883342e-17,37.00896487598482,4,4,0,0
C,857,CAV1,GO:0140042,biological_process,lipid droplet formation,,6,5,4,8226,2.229464224814039e-16,2.229464224814039e-16,36.039600189230185,6,1,0,0
M,5599,MAPK8,GO:0006914,biological_process,autophagy,,25,62,276,7878,2.4254178661243353e-16,2.4254178661243353e-16,35.955357662432405,3,7,0,0
R,5925,RB1,GO:0007049,biological_process,cell cycle,,16,15,257,7953,2.618635572268864e-16,2.618635572268864e-16,35.87870807972475,2,2,1,0
N,4846,NOS3,GO:0005488,molecular_function,binding,,22,12,666,7541,2.876954025212164e-16,2.876954025212164e-16,35.784629383576956,1,52,0,0
B,675,BRCA2,GO:0035825,biological_process,homologous recombination,,7,4,19,8211,4.214775988498025e-16,4.214775988498025e-16,35.40276504412704,6,2,0,0
D,7818,DAP3,GO:0043276,biological_process,anoikis,,6,3,8,8224,5.794191669069858e-16,5.794191669069858e-16,35.08450550849204,5,1,0,0
B,672,BRCA1,GO:0035825,biological_process,homologous recombination,,8,13,18,8202,5.894804651068371e-16,5.894804651068371e-16,35.067290092536,6,2,0,0
M,5594,MAPK1,GO:0023052,biological_process,signaling,,110,165,1480,6486,6.282104454638956e-16,6.405282973357367e-16,34.984238373460535,1,6,0,0
A,326,AIRE,GO:0002507,biological_process,tolerance induction,,8,62,2,8169,7.971205331909185e-16,7.971205331909185e-16,34.76552577292255,2,9,1,0
P,142,PARP1,GO:0035825,biological_process,homologous recombination,,10,51,16,8164,1.1050934303297574e-15,1.1511389899268308e-15,34.39802451666044,6,2,0,0
A,375790,AGRN,GO:0031594,cellular_component,neuromuscular junction,,7,4,23,8207,1.3021938168810434e-15,1.3021938168810434e-15,34.27472600131125,4,4,0,0
I,3429,IFI27,GO:0007049,biological_process,cell cycle,,13,7,260,7961,2.750134446003844e-15,2.750134446003844e-15,33.527126594971314,2,2,0,0
C,925,CD8A,GO:0042110,biological_process,T cell activation,,19,297,29,7896,3.0342548931469194e-15,3.0884380162388285e-15,33.41111092817023,4,6,1,1
P,5289,PIK3C3,GO:0005768,cellular_component,endosome,,6,13,3,8219,5.226855514340083e-15,5.226855514340083e-15,32.884966537739096,7,8,1,1
I,3586,IL10,GO:0046903,biological_process,secretion,,17,45,159,8020,5.902687048340971e-15,5.9026870483409705e-15,32.76336871575445,4,10,1,0
C,595,CCND1,GO:0007049,biological_process,cell cycle,,17,26,256,7942,8.257883542446842e-15,8.257883542446842e-15,32.42760806993823,2,2,1,0
H,3205,HOXA9,GO:0032259,biological_process,methylation,,13,14,186,8028,9.568924769035532e-15,9.568924769035532e-15,32.2802555500908,2,1,0,0
N,4851,NOTCH1,GO:0007219,biological_process,Notch signaling pathway,,7,25,6,8203,1.1126483322971449e-14,1.1126483322971449e-14,32.12944824334443,4,8,1,1
S,23678,SGK3,GO:0005768,cellular_component,endosome,,7,48,2,8184,1.4154029712336029e-14,1.4154029712336029e-14,31.88877702604098,7,8,1,0
E,1870,E2F2,GO:0007049,biological_process,cell cycle,,10,1,263,7967,1.4466325539752862e-14,1.4466325539752862e-14,31.86695282295187,2,2,1,0
I,3486,IGFBP3,GO:0005520,molecular_function,insulin-like growth factor binding,,4,0,1,8236,2.6036213835058577e-14,2.6036213835058577e-14,31.27928798618086,4,2,0,1
S,29072,SETD2,GO:0006338,biological_process,chromatin remodeling,,5,2,6,8228,3.062968557567684e-14,3.062968557567684e-14,31.116806739359408,5,6,0,0
G,2932,GSK3B,GO:0016310,biological_process,phosphorylation,,23,16,779,7423,3.300254538545544e-14,3.300254538545544e-14,31.042191703526203,5,8,0,0
G,2736,GLI2,GO:0006914,biological_process,autophagy,,14,12,287,7928,3.631669756187018e-14,3.631669756187017e-14,30.94649877147159,3,7,0,0
C,958,CD40,GO:0042100,biological_process,B cell proliferation,,7,33,6,8195,6.131533181818135e-14,6.131533181818135e-14,30.42274647201467,5,3,1,1
D,1789,DNMT3B,GO:0006306,biological_process,DNA methylation,,8,6,69,8158,1.148988051603787e-13,1.148988051603787e-13,29.794724609062364,4,4,1,1
C,925,CD8A,GO:0030217,biological_process,T cell differentiation,,12,304,6,7919,1.2428626318712095e-13,1.2880576366665264e-13,29.680470833276942,5,7,1,0
M,4292,MLH1,GO:0006298,biological_process,mismatch repair,,6,21,4,8210,1.4189521223558308e-13,1.4497989076244357e-13,29.562181346504623,6,2,1,1
H,3082,HGF,GO:0040007,biological_process,growth,,38,34,1230,6939,1.4845240110552872e-13,1.484524011055287e-13,29.538512019324962,1,10,0,0
H,9734,HDAC9,GO:0016573,biological_process,histone acetylation,,5,13,1,8222,1.622810618820068e-13,1.622810618820068e-13,29.44944661307643,7,4,0,0
D,9787,DLGAP5,GO:0000776,cellular_component,kinetochore,,5,21,0,8215,2.0792304796217882e-13,2.0792304796217882e-13,29.201608345382382,3,1,0,0
G,2688,GH1,GO:0040007,biological_process,growth,,20,4,1248,6969,2.770820148877138e-13,2.770820148877138e-13,28.91446284992003,1,10,1,0
C,920,CD4,GO:0007613,biological_process,memory,,18,76,150,7997,3.497896315138407e-13,3.497896315138407e-13,28.68144447394948,3,4,0,0
M,2475,MTOR,GO:0006914,biological_process,autophagy,,40,257,261,7683,4.026296920077249e-13,4.088239949616899e-13,28.5254916616535,3,7,0,0
N,4790,NFKB1,GO:0003677,molecular_function,DNA binding,,8,104,4,8125,4.278479811987694e-13,4.278479811987694e-13,28.480008446536733,4,15,0,0
T,7157,TP53,GO:0090398,biological_process,cellular senescence,,7,138,0,8096,4.518189074017856e-13,4.518189074017856e-13,28.425494942700226,4,2,1,0
T,7273,TTN,GO:0030017,cellular_component,sarcomere,,5,26,0,8210,5.37069215602032e-13,5.37069215602032e-13,28.25264941559417,2,1,0,0
K,3852,KRT5,GO:0005819,cellular_component,spindle,,8,4,111,8118,7.035105890556051e-13,7.035105890556051e-13,27.98269346650704,5,2,0,0
K,3791,KDR,GO:0001525,biological_process,angiogenesis,,11,24,105,8101,8.345421801313181e-13,8.345421801313181e-13,27.81189310769214,3,5,0,1
M,2956,MSH6,GO:0006298,biological_process,mismatch repair,,4,0,6,8231,1.093520981064855e-12,1.093520981064855e-12,27.541618367904448,6,2,1,1
C,963,CD53,GO:0009986,cellular_component,cell surface,,6,0,81,8154,1.162837530515062e-12,1.162837530515062e-12,27.480157950762077,2,1,1,0
K,3845,KRAS,GO:0023052,biological_process,signaling,,41,31,1549,6620,1.3300284210300345e-12,1.3300284210300345e-12,27.34582080472769,1,6,0,0
C,1017,CDK2,GO:0007049,biological_process,cell cycle,,12,11,261,7957,1.3436024082628277e-12,1.3436024082628277e-12,27.33566674477848,2,2,1,0
D,1674,DES,GO:0005819,cellular_component,spindle,,8,5,111,8117,1.807210505263849e-12,1.807210505263849e-12,27.039236616768115,5,2,0,0
H,3309,HSPA5,GO:0005783,cellular_component,endoplasmic reticulum,,6,6,28,8201,2.811905767927676e-12,2.811905767927676e-12,26.59715865323591,5,5,1,1
A,10533,ATG7,GO:0006914,biological_process,autophagy,,10,4,291,7936,3.208594538133499e-12,3.208594538133499e-12,26.46518811325362,3,7,0,2
S,6271,S100A1,GO:0005819,cellular_component,spindle,,7,2,112,8120,3.8539371039385595e-12,3.8539371039385595e-12,26.28192586575336,5,2,0,0
I,3553,IL1B,GO:0005488,molecular_function,binding,,22,26,666,7527,4.64916365489388e-12,4.649163654893881e-12,26.094333771668488,1,52,0,0
G,9535,GMFG,GO:0015629,cellular_component,actin cytoskeleton,,6,35,5,8195,4.697035748726291e-12,4.871000035716154e-12,26.047721853771737,6,2,0,0
G,9535,GMFG,GO:0005515,molecular_function,protein binding,,6,35,5,8195,4.697035748726291e-12,4.871000035716154e-12,26.047721853771737,2,110,0,0
G,2969,GTF2I,GO:0005694,cellular_component,chromosome,,10,15,134,8082,5.065875091181174e-12,5.065875091181174e-12,26.008494220953633,5,6,0,0
D,1791,DNTT,GO:0005819,cellular_component,spindle,,9,12,110,8110,5.111720868516521e-12,5.111720868516521e-12,25.99948500352947,5,2,0,0
N,4684,NCAM1,GO:0007155,biological_process,cell adhesion,,6,2,59,8174,5.2604808654966345e-12,5.2604808654966345e-12,25.97079867406148,2,7,0,0
M,10232,MSLN,GO:0016020,cellular_component,membrane,,13,17,280,7931,7.757412362876231e-12,7.757412362876231e-12,25.582372295735272,2,16,0,1
R,6194,RPS6,GO:0006412,biological_process,translation,,8,14,68,8151,1.0342697620617709e-11,1.034269762061771e-11,25.294740389132073,5,4,0,2
T,123036,TC2N,GO:0032259,biological_process,methylation,,11,16,188,8026,1.149497925566039e-11,1.149497925566039e-11,25.189110762355277,2,1,0,0
K,8844,KSR1,GO:0032259,biological_process,methylation,,8,3,191,8039,1.5592360971033573e-11,1.5592360971033573e-11,24.884240002950122,2,1,0,0
M,4436,MSH2,GO:0006298,biological_process,mismatch repair,,4,2,6,8229,1.6383702516267215e-11,1.6383702516267215e-11,24.834734024202405,6,2,1,1
I,3554,IL1R1,GO:0005488,molecular_function,binding,,14,6,674,7547,1.7011538813435246e-11,1.7011538813435246e-11,24.79712924838998,1,52,0,0
I,3600,IL15,GO:0007613,biological_process,memory,,9,9,159,8064,2.0392942798715756e-11,2.0392942798715756e-11,24.615832216169277,3,4,0,0
T,7273,TTN,GO:0016529,cellular_component,sarcoplasmic reticulum,,6,25,11,8199,2.0389995372084697e-11,2.265555041342744e-11,24.510616242654237,6,1,0,0
B,26580,BSCL2,GO:0005811,cellular_component,lipid droplet,,4,7,2,8228,2.5740814436411206e-11,2.5740814436411206e-11,24.382943273374913,5,2,1,2
E,1978,EIF4EBP1,GO:0006412,biological_process,translation,,8,17,68,8148,3.421761753064796e-11,3.421761753064796e-11,24.098280472020086,5,4,0,0
E,1977,EIF4E,GO:0006412,biological_process,translation,,7,9,69,8156,4.581710802747726e-11,4.581710802747727e-11,23.80636355683841,5,4,0,0
C,4267,CD99,GO:0016020,cellular_component,membrane,,9,4,284,7944,5.076137813603638e-11,5.076137813603638e-11,23.7038853234108,2,16,0,0
P,5524,PTPA,GO:0016311,biological_process,dephosphorylation,,5,8,15,8213,6.230929261759058e-11,6.230929261759058e-11,23.498910542067406,5,8,1,0
A,9474,ATG5,GO:0005634,cellular_component,nucleus,,8,16,80,8137,7.825265752881687e-11,7.825265752881687e-11,23.271078325055374,5,11,0,0
C,801,CALM1,GO:0005488,molecular_function,binding,,11,2,677,7551,8.505720131104839e-11,8.505720131104839e-11,23.18769712917142,1,52,0,0
M,1432,MAPK14,GO:0016310,biological_process,phosphorylation,,23,29,779,7410,8.97249467751944e-11,8.97249467751944e-11,23.134272272094336,5,8,0,0
C,29126,CD274,GO:0016020,cellular_component,membrane,,21,85,272,7863,9.442729729117763e-11,9.967325825179861e-11,23.029123697087208,2,16,0,0
N,10725,NFAT5,GO:0042098,biological_process,T cell proliferation,,6,10,38,8187,1.2511254384889896e-10,1.2511254384889896e-10,22.801807432907708,5,7,0,0
N,4842,NOS1,GO:0005488,molecular_function,binding,,10,1,678,7552,1.5758298754495304e-10,1.5758298754495304e-10,22.571068891381262,1,52,0,0
G,2625,GATA3,GO:0010467,biological_process,gene expression,,8,1,374,7858,1.7157031428128783e-10,1.7157031428128783e-10,22.486027937538612,4,4,0,0
G,8836,GGH,GO:0010467,biological_process,gene expression,,9,3,373,7856,1.7523016701200192e-10,1.7523016701200192e-10,22.464920766107024,4,4,0,0
F,2356,FPGS,GO:0010467,biological_process,gene expression,,9,3,373,7856,1.7523016701200192e-10,1.7523016701200192e-10,22.464920766107024,4,4,0,0
M,442914,MIR369,GO:0006306,biological_process,DNA methylation,,7,12,70,8152,2.1685850100152178e-10,2.1685850100152178e-10,22.25177604419503,4,4,0,0
A,9474,ATG5,GO:0006914,biological_process,autophagy,,11,13,290,7927,2.104239835124129e-10,2.2280186489549597e-10,22.22473823764341,3,7,0,1
C,1147,CHUK,GO:0016310,biological_process,phosphorylation,,12,3,790,7436,2.307143277019394e-10,2.307143277019394e-10,22.18984084733729,5,8,0,0
I,3553,IL1B,GO:0046903,biological_process,secretion,,12,36,164,8029,2.208480926085206e-10,2.3783640742456066e-10,22.159438042362204,4,10,1,0
H,3067,HDC,GO:0009293,biological_process,transduction,,5,4,35,8197,2.5837325919775966e-10,2.5837325919775966e-10,22.076615835451936,4,1,0,0
F,2213,FCGR2B,GO:0042100,biological_process,B cell proliferation,,4,4,9,8224,2.5971236101107795e-10,2.5971236101107795e-10,22.071446401122333,5,3,1,0
C,4267,CD99,GO:0005819,cellular_component,spindle,,7,6,112,8116,1.7511601833014557e-10,2.6267402749521836e-10,22.060107291672477,5,2,0,0
T,7273,TTN,GO:0006956,biological_process,complement activation,,5,26,6,8204,2.442348592506207e-10,3.052935740632759e-10,21.90974726435133,3,4,0,0
H,7184,HSP90B1,GO:0008219,biological_process,cell death,,6,2,121,8112,3.249617447692858e-10,3.249617447692858e-10,21.847313648929187,2,4,0,0
P,5111,PCNA,GO:0007049,biological_process,cell cycle,,10,11,263,7957,3.4551854000635675e-10,3.4551854000635675e-10,21.7859748127818,2,2,1,0
M,407026,MIR29C,GO:0006306,biological_process,DNA methylation,,8,24,69,8140,3.517540216058665e-10,3.517540216058665e-10,21.768088986862615,4,4,1,0
S,6317,SERPINB3,GO:0010467,biological_process,gene expression,,7,0,375,7859,4.36194029110784e-10,4.36194029110784e-10,21.55293395067565,4,4,0,0
K,3815,KIT,GO:0040007,biological_process,growth,,27,24,1241,6949,4.70374322101621e-10,4.70374322101621e-10,21.47749230820308,1,10,0,0
E,1999,ELF3,GO:0032259,biological_process,methylation,,7,3,192,8039,4.866437660550042e-10,4.866437660550042e-10,21.443488747052807,2,1,0,0
P,5747,PTK2,GO:0005925,cellular_component,focal adhesion,,6,22,24,8189,4.875244263579129e-10,4.875244263579129e-10,21.441680721396313,5,1,0,3
C,921,CD5,GO:0016020,cellular_component,membrane,,11,16,282,7932,7.478314755007399e-10,7.478314755007399e-10,21.01384346347066,2,16,0,0
M,79784,MYH14,GO:0042641,cellular_component,actomyosin,,3,3,1,8234,8.57710992359299e-10,8.57710992359299e-10,20.876753911925572,2,1,1,1
N,4741,NEFM,GO:0005883,cellular_component,neurofilament,,3,1,3,8234,8.577109923648997e-10,8.577109923648997e-10,20.876753911919042,7,1,1,0
S,3925,STMN1,GO:0005874,cellular_component,microtubule,,4,4,13,8220,8.631532771718166e-10,8.631532771718166e-10,20.870428830915024,6,7,1,0
I,3458,IFNG,GO:0046903,biological_process,secretion,,15,80,161,7985,1.2037074173286077e-09,1.2037074173286077e-09,20.537859528454504,4,10,1,0
P,5336,PLCG2,GO:0030168,biological_process,platelet activation,,4,7,9,8221,1.2211493903824768e-09,1.2211493903824768e-09,20.523473298456498,3,1,1,0
E,1869,E2F1,GO:0007049,biological_process,cell cycle,,6,0,267,7968,1.252745524554896e-09,1.252745524554896e-09,20.497928274591686,2,2,1,0
M,4609,MYC,GO:0007049,biological_process,cell cycle,,15,48,258,7920,1.2678148220251304e-09,1.2678148220251304e-09,20.48597103100853,2,2,1,0
P,5395,PMS2,GO:0006298,biological_process,mismatch repair,,3,0,7,8231,1.2869179774344266e-09,1.2869179774344266e-09,20.47101564196055,6,2,1,1
L,56925,LXN,GO:0070527,biological_process,platelet aggregation,,5,28,9,8199,1.46401717469197e-09,1.46401717469197e-09,20.342081690129127,5,1,0,0
S,10253,SPRY2,GO:0032259,biological_process,methylation,,10,21,189,8021,1.534450373406691e-09,1.534450373406691e-09,20.295093582954323,2,1,0,0
E,51603,EEF1AKNMT,GO:0016477,biological_process,cell migration,,8,25,83,8125,1.791848293362099e-09,1.7918482933620992e-09,20.140018183699382,3,34,0,0
K,54474,KRT20,GO:0005819,cellular_component,spindle,,8,18,111,8104,1.8756476162841334e-09,1.8756476162841334e-09,20.09431184180774,5,2,0,0
G,27165,GLS2,GO:0010467,biological_process,gene expression,,12,17,370,7842,2.104938290215149e-09,2.104938290215149e-09,19.978979686054064,4,4,0,0
N,199786,NIBAN3,GO:0016310,biological_process,phosphorylation,,14,9,788,7430,2.1715357722426026e-09,2.1715357722426026e-09,19.947831190572156,5,8,0,0
A,207,AKT1,GO:0010467,biological_process,gene expression,,21,1237,361,6622,2.2296043455089366e-09,2.2951809439062583e-09,19.892454153881143,4,4,0,0
C,1499,CTNNB1,GO:0023052,biological_process,signaling,,46,56,1544,6595,2.424503378534572e-09,2.424503378534572e-09,19.83763912588666,1,6,0,0
M,220972,MARCHF8,GO:0016049,biological_process,cell growth,,9,20,159,8053,3.464390445168638e-09,3.464390445168638e-09,19.480729137480125,2,6,0,0
T,7298,TYMS,GO:0010467,biological_process,gene expression,,9,6,373,7853,3.5189810895346988e-09,3.518981089534699e-09,19.465094352439333,4,4,0,0
L,3897,L1CAM,GO:0007155,biological_process,cell adhesion,,4,0,61,8176,3.5255116429646687e-09,3.5255116429646687e-09,19.463240264274646,2,7,0,1
A,171023,ASXL1,GO:0003682,molecular_function,chromatin binding,,3,4,2,8232,3.750777363393363e-09,3.750777363393363e-09,19.40130272154223,2,4,1,1
N,51497,NELFCD,GO:0006955,biological_process,immune response,,7,16,88,8130,4.562711306676248e-09,4.562711306676248e-09,19.2053488053182,2,9,0,0
R,5896,RAG1,GO:0032259,biological_process,methylation,,6,2,193,8040,4.949059890576304e-09,4.949059890576304e-09,19.124068199498804,2,1,0,0
I,3439,IFNA1,GO:0046903,biological_process,secretion,,9,20,167,8045,5.225374074212323e-09,5.225374074212323e-09,19.06973944850752,4,10,0,0
P,23239,PHLPP1,GO:0016311,biological_process,dephosphorylation,,6,57,14,8164,5.579724573065122e-09,5.579724573065122e-09,19.004126421437167,5,8,1,0
M,83463,MXD3,GO:0032259,biological_process,methylation,,11,34,188,8008,6.117047156644774e-09,6.117047156644774e-09,18.912186347602606,2,1,0,0
T,30009,TBX21,GO:0007613,biological_process,memory,,7,8,161,8065,7.245019522288995e-09,7.2450195222889955e-09,18.742951566589543,3,4,0,0
M,220972,MARCHF8,GO:0006306,biological_process,DNA methylation,,7,22,70,8142,6.234065581781217e-09,7.792581977226521e-09,18.670093584326153,4,4,0,0
C,821,CANX,GO:0005783,cellular_component,endoplasmic reticulum,,4,3,30,8204,8.378523776260736e-09,8.378523776260736e-09,18.597594098321224,5,5,1,8
M,932,MS4A3,GO:0007049,biological_process,cell cycle,,6,1,267,7967,8.525515170947565e-09,8.525515170947565e-09,18.580202384993,2,2,1,0
M,2475,MTOR,GO:0006412,biological_process,translation,,16,281,60,7884,8.305874555673e-09,8.565433135537782e-09,18.575531136041754,5,4,0,0
R,6198,RPS6KB1,GO:0016310,biological_process,phosphorylation,,15,14,787,7425,1.2320850811646546e-08,1.2320850811646546e-08,18.211972821838632,5,8,0,0
S,5271,SERPINB8,GO:0008219,biological_process,cell death,,8,23,119,8091,1.493806096035803e-08,1.493806096035803e-08,18.01935345412831,2,4,0,0
I,3558,IL2,GO:0046903,biological_process,secretion,,13,69,163,7996,1.5264698220931542e-08,1.5264698220931542e-08,17.997722980301102,4,10,1,0
